Date,Open,Close,Low,High,Volume,bais
2007/9/6,75.54,75.75,74.68,76.82,4617400,0.277998411
2007/9/7,74.2,73.44,73.1,74.5,6398300,-3.04950495
2007/9/10,73.55,73.74,72.64,74.47,4762100,0.408496732
2007/9/11,73.74,73.89,73.5,74.78,4689000,0.203417413
2007/9/12,73.74,72.77,72.5,74,5681500,-1.51576668
2007/9/13,73.17,72.99,72.62,73.4,4667110,0.302322386
2007/9/14,72.99,73.16,72.2,73.8,4029000,0.232908618
2007/9/17,73,73.69,73,74.6,4660850,0.724439584
2007/9/18,74.2,77.46,74.18,77.96,7461850,5.116026598
2007/9/19,78.5,77.91,77.65,80.17,7598050,0.580945004
2007/9/20,77.9,77.37,76.61,77.92,4515792,-0.693107432
2007/9/21,78.14,78.16,77.37,78.36,5950250,1.021067597
2007/9/24,78.64,77.72,77.45,79.75,5683000,-0.562947799
2007/9/25,76.98,76.37,75.97,77.31,6761000,-1.737004632
2007/9/26,76.78,76.66,75.38,76.78,6032700,0.379730261
2007/9/27,77.03,77.47,76.75,78.03,4773400,1.056613619
2007/9/28,77.5,78.43,77.44,79,5644789,1.239189364
2007/10/1,78.91,79.56,78.43,80.04,4480096,1.440775214
2007/10/2,79.97,79.64,78.43,80.17,5049704,0.100553042
2007/10/3,79.64,78.56,78.05,79.65,4610399,-1.356102461
2007/10/4,78.88,78.64,77.17,78.99,4305961,0.101832994
2007/10/5,79.01,80.33,79.01,81,6658300,2.149033571
2007/10/8,80.74,81.34,80.48,81.61,3633055,1.257313581
2007/10/9,81.69,82.51,81.08,82.74,4900063,1.438406688
2007/10/10,82.4,81.16,80.31,82.41,5167600,-1.636165313
2007/10/11,81.53,79.44,78.62,81.76,6784370,-2.119270577
2007/10/12,79.9,80.3,78.86,80.45,4482669,1.082578046
2007/10/15,80.1,78.84,77.75,80.1,6570500,-1.818181818
2007/10/16,78.5,77.75,77.3,78.99,6320313,-1.38254693
2007/10/17,78.35,77.13,76.25,78.86,7305650,-0.797427653
2007/10/18,76.8,77.66,75.25,77.75,7795601,0.687151562
2007/10/19,74.61,73.57,72.8,75.7,19713638,-5.266546485
2007/10/22,72.65,73.5,71.63,74.11,10290300,-0.095147479
2007/10/23,73.8,74.42,73.09,74.6,7150883,1.25170068
2007/10/24,74,75.79,74,75.98,9153645,1.840902983
2007/10/25,75.24,74.67,73.58,75.85,6588985,-1.477767516
2007/10/26,74.6,75.04,73.75,75.1,4844500,0.495513593
2007/10/29,75.01,73.9,73.8,75.36,6442362,-1.519189765
2007/10/30,73.85,73.46,73.23,74.29,4090400,-0.595399188
2007/10/31,73.41,74.61,73.25,75.16,6218312,1.565477811
2007/11/1,74.29,73.31,72.84,74.29,6177600,-1.742393781
2007/11/2,73.51,74.76,72.57,75.13,5969147,1.97790206
2007/11/5,73.56,73.5,73.12,74.12,5986903,-1.685393258
2007/11/6,73.56,74.92,73.5,75,5093435,1.931972789
2007/11/7,74.01,73.6,73.6,74.98,4673308,-1.761879338
2007/11/8,73.66,72.43,71.82,73.83,9650263,-1.589673913
2007/11/9,71.94,70.41,69.67,72.09,8793613,-2.788899627
2007/11/12,70.25,69.6,69.48,70.55,7589021,-1.150404772
2007/11/13,70.09,71.07,69.03,71.3,7242987,2.112068966
2007/11/14,71.64,70.03,69.85,72,7505473,-1.463345997
2007/11/15,69.89,69.73,69.29,70.65,7699524,-0.428387834
2007/11/16,70.06,69.44,68.54,70.25,7640246,-0.415889861
2007/11/19,69.4,68.2,67.41,69.5,7385631,-1.785714286
2007/11/20,68.17,68.28,67.16,69.23,7487836,0.117302053
2007/11/21,67.58,67.94,67,68.73,6311193,-0.497949619
2007/11/23,68.53,68.63,67.64,68.73,2459811,1.015602002
2007/11/26,68.76,67.83,67.75,69.71,4519968,-1.165670989
2007/11/27,68.05,68.82,67.9,69.43,7098800,1.459531181
2007/11/28,69.48,71.19,68.82,71.35,6637388,3.443766347
2007/11/29,71.1,71.72,70.75,72.34,5272174,0.744486585
2007/11/30,72.5,71.9,71.33,73.31,5655521,0.250976018
2007/12/3,71.41,72.06,71.03,72.68,5505447,0.222531293
2007/12/4,71.77,72.01,71.3,72.26,5083105,-0.069386622
2007/12/5,72.6,72.71,72.21,73.03,4418205,0.97208721
2007/12/6,72.68,74.35,72.37,74.4,4659433,2.25553569
2007/12/7,74.34,74.2,73.71,74.77,3804456,-0.201748487
2007/12/10,74.5,76.58,74.2,77.22,7569734,3.20754717
2007/12/11,76.85,73.72,73.66,77.26,8788462,-3.734656568
2007/12/12,75.25,73.82,73.16,75.87,6841808,0.135648399
2007/12/13,73.5,74.22,73.29,74.51,4708171,0.541858575
2007/12/14,73.54,73.39,73.3,74.52,4083015,-1.118296955
2007/12/17,72,71.16,70.91,72.15,9342734,-3.038561112
2007/12/18,71.53,71.05,70.07,71.97,7376558,-0.154581225
2007/12/19,70.92,70.84,70.17,71.68,4243929,-0.295566502
2007/12/20,71.21,71.51,70.71,71.84,3286515,0.945793337
2007/12/21,72.05,72.73,71.37,73.36,7344256,1.706055097
2007/12/24,73,72.7,72.1,73.21,2176023,-0.041248453
2007/12/26,72.97,73.69,72.45,73.93,3466428,1.36176066
2007/12/27,72.88,72.73,72.42,73.87,3338156,-1.302754784
2007/12/28,73.01,73.16,72.9,73.65,3048262,0.591227829
2007/12/31,73,72.56,72.39,73.71,2639528,-0.820120284
2008/1/2,72.56,70.63,70.05,72.67,6337713,-2.659867696
2008/1/3,71.01,70.38,69.94,71.49,4386045,-0.353957242
2008/1/4,69.65,68.53,68.1,69.94,7697145,-2.628587667
2008/1/7,69,68.73,67.8,69.13,8790867,0.291842988
2008/1/8,68.94,67.15,67.04,69.49,7662764,-2.298850575
2008/1/9,67.12,67.23,65.25,67.26,9845520,0.119136262
2008/1/10,66.6,67.41,65.54,68.2,6914570,0.267737617
2008/1/11,67.8,66.01,66,68.33,9247632,-2.076843198
2008/1/14,66.73,67.27,65.84,67.5,8106700,1.908801697
2008/1/15,66.36,65.4,65.22,66.73,9354013,-2.779842426
2008/1/16,65.21,64.27,63.9,66.2,13079524,-1.727828746
2008/1/17,64.33,62.47,62.14,64.83,11011399,-2.800684612
2008/1/18,63.03,62.81,62.3,65.05,9225399,0.544261245
2008/1/22,59.6,63.82,59.6,64.45,9870387,1.6080242
2008/1/23,62.56,65.08,61.19,65.19,10895935,1.974302726
2008/1/24,65.3,65.25,64.21,65.97,8162582,0.261216964
2008/1/25,67.65,65.93,65.11,67.75,9286603,1.042145594
2008/1/28,66.69,68.21,64.97,68.63,10984078,3.458213256
2008/1/29,68.78,68.99,68.49,69.62,8283619,1.143527342
2008/1/30,68.83,68.44,68.29,70.47,7904738,-0.797216988
2008/1/31,67.51,70.99,67.5,71.64,8827515,3.725891292
2008/2/1,71.15,71.76,70.6,72.17,6526344,1.084659811
2008/2/4,71.78,70.95,70.6,71.98,4565297,-1.128762542
2008/2/5,69.84,67.52,67.52,70.1,11709373,-4.834390416
2008/2/6,68.12,67.98,67.55,69.05,7304963,0.681279621
2008/2/7,67.55,68.32,67.32,68.9,6505969,0.500147102
2008/2/8,68.09,68.01,67.62,68.69,4495902,-0.453747073
2008/2/11,68.12,69.42,67.56,69.43,4979233,2.073224526
2008/2/12,69.98,70,69.61,71.26,6703471,0.835494094
2008/2/13,70.61,71.65,70.15,71.91,7502026,2.357142857
2008/2/14,71.53,70.44,70.19,71.99,5418715,-1.688764829
2008/2/15,70,69.95,69.18,70.34,5355755,-0.695627484
2008/2/19,70.61,70.4,69.86,71.11,5415468,0.643316655
2008/2/20,69.93,71.25,69.46,71.5,4718196,1.207386364
2008/2/21,71.99,70.79,70.55,72.18,5371117,-0.645614035
2008/2/22,70.95,71.18,69.82,71.65,5232970,0.550925272
2008/2/25,71.25,72.25,70.63,72.33,5190057,1.503231245
2008/2/26,72,73.3,71.78,73.76,6204295,1.453287197
2008/2/27,73,74.22,72.53,75.19,7163240,1.255115962
2008/2/28,73.83,74.39,73.15,74.7,6024477,0.229048774
2008/2/29,73.77,72.33,72,74.34,8823431,-2.769189407
2008/3/3,72.1,73.2,72.1,73.61,6105142,1.202820406
2008/3/4,72.67,71.74,70.47,72.88,7998382,-1.994535519
2008/3/5,72.02,71.85,70.89,72.77,7258976,0.153331475
2008/3/6,71.64,70.75,70.64,71.84,5442533,-1.530967293
2008/3/7,70.04,69.84,68.9,71.11,6961008,-1.286219081
2008/3/10,70,68.72,68.3,70.31,7145935,-1.603665521
2008/3/11,69.52,72.61,69.52,72.73,7781608,5.660651921
2008/3/12,73.8,75.25,73.75,76.64,14346147,3.635862829
2008/3/13,74.27,75.67,73.33,76.05,8559629,0.558139535
2008/3/14,76.5,74.79,73.48,76.8,8571091,-1.162944364
2008/3/17,72.87,74.46,72.51,75.22,8913506,-0.441235459
2008/3/18,75.72,76.87,74.63,76.87,9404980,3.236637121
2008/3/19,76.62,73.73,73.73,77,7377412,-4.084818525
2008/3/20,74.11,73.82,72.8,74.28,9260335,0.122067001
2008/3/24,74.06,76.03,74.06,76.5,5373931,2.993768626
2008/3/25,76.39,76.64,75.32,76.94,5211545,0.802314876
2008/3/26,76.04,77.36,75.87,77.61,7499201,0.939457203
2008/3/27,77.68,77.03,76.71,78,7068285,-0.426577042
2008/3/28,77.37,77.09,76.44,78,4421221,0.07789173
2008/3/31,77,78.29,77,78.63,6068683,1.55662213
2008/4/1,78.89,79.98,78.79,79.99,9343315,2.15864095
2008/4/2,79.85,78.51,78.09,79.98,8160375,-1.83795949
2008/4/3,78.19,77.07,76.78,78.36,7971521,-1.834161253
2008/4/4,76.86,77.83,76.85,78.57,4885171,0.986116517
2008/4/7,78.25,77.25,76.97,78.45,5320819,-0.745213928
2008/4/8,76.85,77.59,76.47,77.92,4019020,0.44012945
2008/4/9,77.74,76.16,75.65,77.74,4582895,-1.843021008
2008/4/10,76.02,75.71,75.5,76.93,6994564,-0.590861345
2008/4/11,75.12,74.8,74.38,75.85,9044894,-1.201954828
2008/4/14,74.79,75.54,74.7,76.02,4446922,0.989304813
2008/4/15,76.09,75.95,74.91,76.75,5458663,0.542758803
2008/4/16,76.75,79.02,76.52,79.17,7640159,4.042132982
2008/4/17,77.85,78.59,77.61,80,9967295,-0.544166034
2008/4/18,81.03,85.28,81,85.45,20119855,8.512533401
2008/4/21,83.89,83.33,82.05,84.45,9818906,-2.286585366
2008/4/22,83.14,82.01,81.35,83.34,5720132,-1.584063363
2008/4/23,82.5,81.69,81.37,82.77,4773358,-0.390196318
2008/4/24,81.68,81.82,80.52,82.5,5305792,0.159138205
2008/4/25,82.53,82.25,81.21,82.89,4088873,0.525543877
2008/4/28,82.6,83.03,82.3,83.6,4684281,0.948328267
2008/4/29,82.76,81.51,81.4,83.09,4510176,-1.830663616
2008/4/30,82.35,81.88,81.65,83.31,6032651,0.453932033
2008/5/1,81.92,82.35,80.55,82.67,5369826,0.574010747
2008/5/2,83.29,82.8,82.12,83.64,4511376,0.546448087
2008/5/5,83.03,82.75,82,83.03,3944424,-0.060386473
2008/5/6,81.78,83.23,81.78,83.49,4163139,0.580060423
2008/5/7,82.75,81.63,81.47,83.64,4931999,-1.922383756
2008/5/8,82.1,82.42,81.51,82.73,3065462,0.967781453
2008/5/9,81.97,81.76,81.33,82.39,3819495,-0.800776511
2008/5/12,82.23,83.82,81.71,84.22,5167287,2.519569472
2008/5/13,84.21,84.07,82.7,84.5,4592157,0.298258172
2008/5/14,83.04,82.75,82.17,84.1,6859786,-1.570120138
2008/5/15,82.76,83.5,82.4,84.14,4633213,0.906344411
2008/5/16,83.77,83.7,82.59,83.97,5241939,0.239520958
2008/5/19,83.9,84.28,83.63,85.96,6906687,0.692951016
2008/5/20,83.92,83.84,82.75,84.05,5570248,-0.522069293
2008/5/21,83.83,83.4,83.04,85.74,7220264,-0.52480916
2008/5/22,83.65,82.22,81.94,83.72,5026847,-1.414868106
2008/5/23,81.96,81.55,80.6,82.99,5674833,-0.814886889
2008/5/27,81.43,81.95,80.84,82.23,4871401,0.490496628
2008/5/28,82.33,83.19,82.11,83.37,4773690,1.513117755
2008/5/29,83.2,82.78,82.59,83.91,4195872,-0.492847698
2008/5/30,83.19,82.64,82.23,83.19,4921665,-0.169122977
2008/6/2,82.44,82.33,81.79,83.12,5882810,-0.375121007
2008/6/3,82.72,82.42,81.66,83.3,4960122,0.109316167
2008/6/4,82.35,82.46,82,83.65,5743578,0.04853191
2008/6/5,81.87,82.73,81,82.8,6968191,0.327431482
2008/6/6,81.88,79.99,79.99,82.26,9445067,-3.311978726
2008/6/9,80.07,80.81,79.66,81.06,5828813,1.025128141
2008/6/10,80.3,80.1,79.83,81.04,5986533,-0.878604133
2008/6/11,79.85,78.93,78.52,80.11,9400997,-1.460674157
2008/6/12,79.54,80.5,79.54,81.79,8053468,1.98910427
2008/6/13,80.87,81.5,80.65,82.35,5732446,1.242236025
2008/6/16,81.38,80.91,80.55,81.51,4537637,-0.72392638
2008/6/17,81.48,80.69,80.61,81.58,4515906,-0.271907057
2008/6/18,80.34,79.7,79.47,80.75,5739158,-1.226917834
2008/6/19,79.57,79.48,78.73,80.34,6049051,-0.276035132
2008/6/20,79,79.08,78.52,79.64,9065511,-0.503271263
2008/6/23,79.42,80,79.11,80.24,6141007,1.163378857
2008/6/24,79.54,76.64,76.58,79.68,13075280,-4.2
2008/6/25,77.08,76.58,76,77.42,8075150,-0.0782881
2008/6/26,75.17,74.28,73.89,75.82,14485786,-3.003395142
2008/6/27,74.18,73.75,72.69,74.85,11011776,-0.713516424
2008/6/30,73.76,73.82,72.56,74.26,6664774,0.094915254
2008/7/1,72.98,74.09,72.09,74.21,9202912,0.365754538
2008/7/2,74.01,70.42,70.34,74.19,11513218,-4.953435011
2008/7/3,70.03,70.31,68.93,70.75,7280669,-0.156205623
2008/7/7,70.72,70.81,70,71.75,11684905,0.711136396
2008/7/8,71.02,69.51,68.76,71.44,10497953,-1.835898884
2008/7/9,70.32,68.43,68.33,70.78,7059225,-1.553733276
2008/7/10,68.52,68.42,66.68,68.99,9874200,-0.014613474
2008/7/11,67.51,69.81,67,70.61,11521743,2.031569716
2008/7/14,70.79,69.67,68.95,70.79,6406218,-0.200544335
2008/7/15,68.97,67.04,65.85,69.25,11041652,-3.774938998
2008/7/16,67.11,70.53,66.53,70.74,10684228,5.205847255
2008/7/17,69.95,71.83,69.95,72.15,9091176,1.843187296
2008/7/18,72.07,70.89,70.37,72.13,7693364,-1.308645413
2008/7/21,71.38,73.23,70.55,73.64,10185059,3.300888701
2008/7/22,75.13,74.98,73.75,75.87,12433915,2.389730985
2008/7/23,73.95,72.42,71.67,74.25,9295729,-3.414243798
2008/7/24,72.64,69.78,69.59,72.72,8108593,-3.645401823
2008/7/25,69.96,70.48,69.8,71.08,4727225,1.003152766
2008/7/28,70.38,69.19,69.11,70.77,5740459,-1.83030647
2008/7/29,69.6,70.99,69.42,71.3,5234613,2.601532013
2008/7/30,71.52,72.07,70.62,72.27,4820450,1.521341034
2008/7/31,71.63,69.52,69.37,71.63,7185411,-3.538226724
2008/8/1,69.67,68.14,67.88,70,6723625,-1.985040276
2008/8/4,68.2,67.43,67.19,68.74,7415663,-1.04197241
2008/8/5,67.86,68.18,67.34,68.38,6008727,1.112264571
2008/8/6,67.78,70.51,67.36,71.56,7390751,3.417424465
2008/8/7,70.07,68.93,68.7,70.61,7077762,-2.240816905
2008/8/8,69.12,70.9,68.39,71.94,6544310,2.857971856
2008/8/11,70.63,70.8,70.05,71.37,3746815,-0.141043724
2008/8/12,70.79,71.81,70.44,72.08,5713015,1.426553672
2008/8/13,69.56,69.83,67.72,70.05,9399217,-2.757276145
2008/8/14,68.93,70.29,68.26,71.36,5671174,0.658742661
2008/8/15,70.61,70.35,69.8,71.36,5060733,0.085360649
2008/8/18,70.44,69.22,68.69,71.05,5527395,-1.606254442
2008/8/19,68.95,68.69,68.25,69.31,4299730,-0.765674661
2008/8/20,68.89,68.8,67.9,69.32,6401873,0.160139758
2008/8/21,68.16,68.7,67.61,69.25,5100734,-0.145348837
2008/8/22,69.22,70.27,69.09,70.61,4258015,2.285298399
2008/8/25,70.01,68.56,68.14,70.15,4549778,-2.433470898
2008/8/26,68.65,68.68,67.93,69.04,3391496,0.175029172
2008/8/27,68.64,69.56,68.62,69.86,3145015,1.281304601
2008/8/28,70.25,71.68,70.14,71.81,5520637,3.04772858
2008/8/29,71.34,70.73,70.46,71.97,4905287,-1.325334821
2008/9/2,71.5,69.08,68.65,72,6973355,-2.33281493
2008/9/3,68.96,67.73,67.19,69.11,8433257,-1.954255935
2008/9/4,66,63.94,63,66,13685469,-5.595747822
2008/9/5,63.79,64.07,62.92,64.44,9265104,0.203315608
2008/9/8,66.19,64.58,63.28,67.07,7218081,0.79600437
2008/9/9,64.89,61.38,61.38,65,10056330,-4.955094456
2008/9/10,61.95,62.82,61.71,63.99,7916791,2.346041056
2008/9/11,62.41,64.81,61.21,64.81,9008205,3.167780961
2008/9/12,63.98,65.46,63.16,65.68,6967848,1.002931646
2008/9/15,63.3,63.21,63.02,64.85,7828824,-3.437213566
2008/9/16,61.87,64.73,61.85,65.32,10035138,2.404682803
2008/9/17,63.48,63.15,62.8,65.45,9293942,-2.440908389
2008/9/18,63.87,65.32,60.04,65.5,12983727,3.436262866
2008/9/19,70.89,66.49,65.96,74.5,15758552,1.791181874
2008/9/22,66.41,64.6,64.6,66.84,5921114,-2.842532712
2008/9/23,64.66,63.54,63.01,65.73,6574247,-1.640866873
2008/9/24,63.9,61.74,61.24,64.33,6657993,-2.83286119
2008/9/25,62.38,61.96,60.75,63.22,7755511,0.356333009
2008/9/26,60.93,64.13,60.67,64.2,8264375,3.502259522
2008/9/29,62.55,59.89,58.11,63.38,12504538,-6.611570248
2008/9/30,61.35,59.6,58.2,61.46,10166062,-0.484221072
2008/10/1,58.71,56.95,54.89,59.03,15614057,-4.446308725
2008/10/2,56.01,52.22,51.91,56.25,15011821,-8.305531168
2008/10/3,53.7,51.21,50.98,55.65,11596468,-1.934124856
2008/10/6,50.18,49.2,45.77,50.78,17852440,-3.925014646
2008/10/7,50.69,47.33,47.08,52.76,13518849,-3.800813008
2008/10/8,46.38,47.65,45.82,50.21,15858759,0.676103951
2008/10/9,48.59,44.8,44.26,49.26,11223234,-5.981112277
2008/10/10,42.02,43.13,37.07,45.81,19740190,-3.727678571
2008/10/13,45,49.48,44.86,49.5,10574031,14.72293067
2008/10/14,51.79,47.49,46.61,53,12061084,-4.021827001
2008/10/15,45.79,42.06,41.98,46.3,12909621,-11.4339861
2008/10/16,42.2,42.37,39.58,43.06,16082865,0.73704232
2008/10/17,41.39,39.32,39.01,42.91,18280553,-7.198489497
2008/10/20,39.87,40.9,39,41.6,13389364,4.018311292
2008/10/21,40.4,38.83,38.52,41.35,14322227,-5.061124694
2008/10/22,38.08,36.52,35.68,38.34,13842491,-5.949008499
2008/10/23,36.78,35.36,33.86,36.92,17649870,-3.176341731
2008/10/24,32.02,33.3,31.95,34.49,13391762,-5.825791855
2008/10/27,32.81,32.78,32.35,34.9,12801257,-1.561561562
2008/10/28,34.14,34.95,32,35.36,12814462,6.619890177
2008/10/29,35.53,36.14,34.5,38.44,16073147,3.404864092
2008/10/30,37.33,37.37,36.25,37.94,8690787,3.403431101
2008/10/31,37.21,38.2,36.1,39.19,9869112,2.221032914
2008/11/3,38.82,39.01,38,39.41,7619044,2.120418848
2008/11/4,40.39,42.25,39.83,42.43,11520592,8.305562676
2008/11/5,42.64,40.4,40.1,43.58,14048912,-4.378698225
2008/11/6,39.82,37.6,37.34,40.6,13291260,-6.930693069
2008/11/7,38.49,38.45,37.35,39.4,9256817,2.260638298
2008/11/10,40.25,37.41,36.82,40.88,13921221,-2.704811443
2008/11/11,36.82,36.87,36.57,38.3,12705885,-1.443464314
2008/11/12,36.55,35.08,35.05,36.71,10752519,-4.854895579
2008/11/13,35.6,39.41,34.4,39.54,17361722,12.34321551
2008/11/14,38.51,36.96,36.71,39.39,11991192,-6.21669627
2008/11/17,36.71,35.7,35.3,37.75,9383998,-3.409090909
2008/11/18,35.33,36.19,34.73,36.3,12278638,1.37254902
2008/11/19,36.1,33.87,33.8,36.42,10596785,-6.410610666
2008/11/20,33.37,32.84,32.23,35.56,19826136,-3.041039268
2008/11/21,33.66,34.67,32.1,34.85,16836160,5.572472594
2008/11/24,36.49,36.34,34.6,36.94,16870555,4.816844534
2008/11/25,36.87,37.27,35.66,37.62,12931516,2.559163456
2008/11/26,36,39.33,35.7,39.35,11111165,5.5272337
2008/11/28,39.2,40.99,39.2,41.18,5429903,4.220696669
2008/12/1,38.92,36.58,36.37,38.92,13154111,-10.75872164
2008/12/2,37.3,38,36.53,38.24,10440278,3.881902679
2008/12/3,37.39,39.65,36.93,40.06,14289390,4.342105263
2008/12/4,39.1,37.52,36.91,39.39,11379212,-5.372005044
2008/12/5,37.05,38.26,36.69,38.65,14261127,1.97228145
2008/12/8,40.83,42.42,40.4,44.04,25502248,10.87297439
2008/12/9,42.05,42.38,41.26,44.16,15382520,-0.094295144
2008/12/10,43.25,43.67,42.9,44.95,15431504,3.043888627
2008/12/11,43.01,42.2,41.7,44.89,12134107,-3.366155255
2008/12/12,40.05,42.08,40,42.47,10398632,-0.28436019
2008/12/15,42.57,42.21,41.5,43.06,8065274,0.308935361
2008/12/16,42.73,43.8,41.12,43.9,11652323,3.766879886
2008/12/17,43.35,44.65,43.01,45.7,9836953,1.940639269
2008/12/18,45.43,42.16,42.01,45.49,12695075,-5.576707727
2008/12/19,42.72,42.69,41.91,43.17,13272227,1.25711575
2008/12/22,43.12,41.78,40.82,43.49,9148806,-2.131646756
2008/12/23,42.08,41.13,40.65,42.27,6463280,-1.55576831
2008/12/24,41.27,41.91,41,42.12,2115501,1.896425966
2008/12/26,41.98,42.72,41.9,42.91,2860058,1.932712956
2008/12/29,42.71,42.34,41.71,43.3,4974263,-0.889513109
2008/12/30,42.57,43.66,42.01,43.75,5060557,3.117619273
2008/12/31,43.7,44.67,43.7,45.1,6277381,2.313330279
2009/1/2,44.91,46.91,44.71,46.98,7130450,5.014551153
2009/1/5,46.9,46.08,45.81,47.12,11099550,-1.769345555
2009/1/6,46.79,45.8,45.41,46.8,10867174,-0.607638889
2009/1/7,45.22,43.67,43.2,45.6,9035836,-4.650655022
2009/1/8,42.93,44.02,42.52,44.11,9384160,0.801465537
2009/1/9,43.91,43.2,42.25,44.06,8872574,-1.862789641
2009/1/12,43,41.19,40.63,43.1,9583771,-4.652777778
2009/1/13,41.11,41.4,40.55,41.89,9281942,0.509832484
2009/1/14,40,39.35,38.25,40.34,17277671,-4.951690821
2009/1/15,39.16,39.39,37.29,39.98,15449195,0.101651842
2009/1/16,40.59,39.55,38.06,40.59,12890087,0.406194466
2009/1/20,39.15,38.32,38,39.63,11890477,-3.109987358
2009/1/21,39.27,39.55,37.72,39.71,10292572,3.209812109
2009/1/22,38.89,37.23,36.33,39,19277911,-5.865992415
2009/1/23,35.99,35.66,35.01,37.23,22677313,-4.217029277
2009/1/26,33.6,32.67,31.7,34.24,47444414,-8.384744812
2009/1/27,33.24,32.32,32.1,33.42,20378216,-1.071319253
2009/1/28,33.26,33,32.62,33.51,13487240,2.103960396
2009/1/29,32.61,31.85,31.63,32.66,14592701,-3.484848485
2009/1/30,31.58,30.85,30.06,31.73,20959782,-3.139717425
2009/2/2,30.1,30.29,29.6,30.8,16967332,-1.815235008
2009/2/3,29.81,29.99,29.81,31.03,18883570,-0.990425883
2009/2/4,30.44,30.6,30.2,31.57,17419265,2.034011337
2009/2/5,30.35,31.61,30.2,32.09,17794239,3.300653595
2009/2/6,32.38,33.28,32.21,33.85,17010042,5.283138247
2009/2/9,33.47,32.72,32.4,33.6,9067687,-1.682692308
2009/2/10,32.86,30.92,30.61,33.31,17208728,-5.501222494
2009/2/11,31.35,31.13,30.65,31.93,10550562,0.679172057
2009/2/12,30.75,31.02,30.03,31.09,13666548,-0.35335689
2009/2/13,31.41,30.94,30.85,31.84,10188719,-0.25789813
2009/2/17,30.3,28.98,28.52,30.5,22206963,-6.334841629
2009/2/18,29.16,28.44,27.77,29.22,17864465,-1.863354037
2009/2/19,28.95,27.02,26.86,28.98,17839493,-4.992967651
2009/2/20,26.14,26.66,26.02,27.27,19735615,-1.33234641
2009/2/23,27.26,25.12,25.06,27.26,16296249,-5.776444111
2009/2/24,25.25,26.04,24.42,26.32,22358893,3.662420382
2009/2/25,26.04,25.03,24.36,26.05,17737459,-3.878648233
2009/2/26,25.4,24.23,24.15,25.72,14301381,-3.196164602
2009/2/27,23.75,24.61,23.5,25.23,16875881,1.568303756
2009/3/2,24.07,22.17,22.03,24.2,21017521,-9.914668834
2009/3/3,22.65,22.47,21.71,23.29,22406593,1.353179973
2009/3/4,23.81,25.44,23.66,26.39,37257614,13.2176235
2009/3/5,24.7,23.49,23.18,24.7,21400683,-7.66509434
2009/3/6,23.9,23.23,22.52,24.91,19999667,-1.10685398
2009/3/9,22.88,23.92,22.72,24.86,19512594,2.97029703
2009/3/10,24.76,26.51,24.53,26.97,22468735,10.8277592
2009/3/11,26.97,26.31,25.66,27.13,15782030,-0.75443229
2009/3/12,26.21,27.02,25.27,27.17,13787319,2.698593691
2009/3/13,27.44,26.78,26.02,27.61,10861356,-0.88823094
2009/3/16,27.07,26.42,26.28,27.4,13217078,-1.344286781
2009/3/17,26.51,26.83,25.67,26.85,14260456,1.551854656
2009/3/18,26.24,27.47,25.7,27.93,17979620,2.385389489
2009/3/19,27.97,28.41,27.77,28.85,17543534,3.421914816
2009/3/20,28.63,27.07,26.73,28.9,16536150,-4.716649067
2009/3/23,28.14,29.63,27.53,29.65,14464865,9.456963428
2009/3/24,29.54,29.4,28.54,30.33,13693942,-0.776240297
2009/3/25,30.14,28.91,27.69,30.99,20701972,-1.666666667
2009/3/26,29.57,30.78,29.45,30.98,16161595,6.468350052
2009/3/27,30.2,30.35,29.75,30.74,11277622,-1.397011046
2009/3/30,29.34,27.53,27.05,29.5,15828531,-9.291598023
2009/3/31,28.16,27.96,27.44,28.45,13405844,1.561932437
2009/4/1,27.5,28.99,27.44,29.52,15308384,3.683834049
2009/4/2,30.29,31.54,30,31.98,21645529,8.796136599
2009/4/3,31.6,32.15,30.92,32.7,13674074,1.934051997
2009/4/6,31.72,31.31,30.23,32,11067877,-2.612752722
2009/4/7,30.39,29.45,29.38,30.5,13160375,-5.940594059
2009/4/8,29.77,29.57,28.88,30.35,12817123,0.407470289
2009/4/9,30.51,32.52,30.51,32.7,18173081,9.976327359
2009/4/13,32.25,33.16,31.48,33.56,12458996,1.96801968
2009/4/14,32.67,32.7,32.41,33.94,11035731,-1.38721351
2009/4/15,32.6,33.02,32.07,33.2,11225779,0.978593272
2009/4/16,32.5,32.71,31.33,33.12,16228112,-0.938824955
2009/4/17,32.68,32.29,31.21,32.72,14725748,-1.284011006
2009/4/20,31.62,30.48,30.17,31.62,14373723,-5.605450604
2009/4/21,28.98,31.39,28.5,31.7,29529757,2.985564304
2009/4/22,31.56,32.45,31.4,34.92,29668089,3.376871615
2009/4/23,32.73,32.45,31.47,32.74,16290764,0
2009/4/24,32.65,33.63,32.24,34.19,15806244,3.636363636
2009/4/27,32.73,33.39,32.69,34.1,9648613,-0.713648528
2009/4/28,33,32.78,32.4,33.55,8481323,-1.82689428
2009/4/29,33.17,33.69,33,34.15,11983420,2.776082977
2009/4/30,34.42,35.58,34.35,36.4,20109162,5.609973286
2009/5/1,35.87,37.26,35.65,37.71,14114765,4.721753794
2009/5/4,37.93,38.48,37.6,38.92,14400664,3.274288782
2009/5/5,38.35,39.41,38.25,39.58,13610143,2.416839917
2009/5/6,39.94,40,38.41,40.64,14763055,1.497081959
2009/5/7,40.54,37.92,37.21,40.96,16973985,-5.2
